FILE NAME,CONTENT,n_tokens
Antragsbewertung.txt,"Ziel eines Antrages ist immer die Förderung. Daher sollten alle Aspekte und Personen bereits bei der Antragstellung einbezogen werden.  Schließlich soll der Projektträger von der Gründungsidee überzeugt werden und alle formalen Kriterien des Antrages erfüllt sein.Planen Sie also ausreichend Zeit bei der Antragstellung ein, welche bereits bei den ersten Beratungsgesprächen mit den Gründern beginnt.Folgende Fragen sind in dieser Phase besonders wichtigo	Wurde ein Zeitrahmen festgelegt (für Gespräche, Unterschrifteneinholung, etc.)?o	Sind die formalen Kriterien geprüft (z.B. keine Kapitalgesellschaft vor Förderbeginn gegründet)?o	Soll der Inhalt des Ideenpapiers ggf. von einem Experten gegengelesen werden?o	Gibt es während des Förderzeitraums einen verfügbaren Coach für das Gründerteam?o	Ist der Mentor zeitlich verfügbar während des Förderzeitraums?o	Wer prüft die Unterlagen auf Vollständigkeit und Verständlichkeit?o	Sind alle formalen Kriterien eingehalten?Kommunizieren Sie an die Gründer auch die Bearbeitungszeit in Ihrem Hause vor Abgabe des Antrages an den Projektträger.Der Prozess für eine Gründung, die vom Gründungsstipendium gefördert wird, besteht aus folgenden Schritten:1.	Voraussetzung: Eine Gründungsidee ist bereits vorhanden.2.	Beratung des Gründungsteams: Das Gründungsteam sollte durch eine Mentorin oder einen Mentor aus dem Gründungsnetzwerk beraten werden.3.	Schreiben eines Antrags: Das Gründungsteam sollte einen Antrag an den Projektträger (meist eine Hochschule oder das Gründungsnetzwerk) einreichen.4.	Begutachtung des Antrags: Der Projektträger wird den Antrag überprüfen, ggf. Nachforderungen stellen und eine Entscheidung treffen (Dauer: maximal 3 Monate).5.	Versenden des Zuwendungsbescheids: Der Projektträger versendet den Zuwendungsbescheid an die Hochschule, das Gründungsnetzwerk und das Gründungsteam.Ein Begutachtungsergebnis seitens des PtJ liegt ca. 6-8 Wochen nach Eingang der vollständigen Unterlagen bei uns vor.Eine dreimonatige Bearbeitungszeit - von Antragseinreichung bis Zuwendungsbescheid - kann nur bei Vorlage der vollständigen Unterlagen eingehalten werden.",607
Antragsstellung.txt,"Ziel eines Antrages ist immer die Förderung. Daher sollten alle Aspekte und Personen bereits bei der Antragstellung einbezogen werden.  Schließlich soll der Projektträger von der Gründungsidee überzeugt werden und alle formalen Kriterien des Antrages erfüllt sein.Planen Sie also ausreichend Zeit bei der Antragstellung ein, welche bereits bei den ersten Beratungsgesprächen mit den Gründern beginnt.Folgende Fragen sind in dieser Phase besonders wichtigo	Wurde ein Zeitrahmen festgelegt (für Gespräche, Unterschrifteneinholung, etc.)?o	Sind die formalen Kriterien geprüft (z.B. keine Kapitalgesellschaft vor Förderbeginn gegründet)?o	Soll der Inhalt des Ideenpapiers ggf. von einem Experten gegengelesen werden?o	Gibt es während des Förderzeitraums einen verfügbaren Coach für das Gründerteam?o	Ist der Mentor zeitlich verfügbar während des Förderzeitraums?o	Wer prüft die Unterlagen auf Vollständigkeit und Verständlichkeit?o	Sind alle formalen Kriterien eingehalten?Kommunizieren Sie an die Gründer auch die Bearbeitungszeit in Ihrem Hause vor Abgabe des Antrages an den Projektträger.Der Prozess für eine Gründung, die vom Gründungsstipendium gefördert wird, besteht aus folgenden Schritten:1.	Voraussetzung: Eine Gründungsidee ist bereits vorhanden.2.	Beratung des Gründungsteams: Das Gründungsteam sollte durch eine Mentorin oder einen Mentor aus dem Gründungsnetzwerk beraten werden.3.	Schreiben eines Antrags: Das Gründungsteam sollte einen Antrag an den Projektträger (meist eine Hochschule oder das Gründungsnetzwerk) einreichen.4.	Begutachtung des Antrags: Der Projektträger wird den Antrag überprüfen, ggf. Nachforderungen stellen und eine Entscheidung treffen (Dauer: maximal 3 Monate).5.	Versenden des Zuwendungsbescheids: Der Projektträger versendet den Zuwendungsbescheid an die Hochschule, das Gründungsnetzwerk und das Gründungsteam.Ein Begutachtungsergebnis seitens des PtJ liegt ca. 6-8 Wochen nach Eingang der vollständigen Unterlagen bei uns vor.Eine dreimonatige Bearbeitungszeit - von Antragseinreichung bis Zuwendungsbescheid - kann nur bei Vorlage der vollständigen Unterlagen eingehalten werden.",607
Basisinfomationen_1.txt,"Ziel eines Antrages ist immer die Förderung. Daher sollten alle Aspekte und Personen bereits bei der Antragstellung einbezogen werden.  Schließlich soll der Projektträger von der Gründungsidee überzeugt werden und alle formalen Kriterien des Antrages erfüllt sein.Planen Sie also ausreichend Zeit bei der Antragstellung ein, welche bereits bei den ersten Beratungsgesprächen mit den Gründern beginnt.Folgende Fragen sind in dieser Phase besonders wichtigo	Wurde ein Zeitrahmen festgelegt (für Gespräche, Unterschrifteneinholung, etc.)?o	Sind die formalen Kriterien geprüft (z.B. keine Kapitalgesellschaft vor Förderbeginn gegründet)?o	Soll der Inhalt des Ideenpapiers ggf. von einem Experten gegengelesen werden?o	Gibt es während des Förderzeitraums einen verfügbaren Coach für das Gründerteam?o	Ist der Mentor zeitlich verfügbar während des Förderzeitraums?o	Wer prüft die Unterlagen auf Vollständigkeit und Verständlichkeit?o	Sind alle formalen Kriterien eingehalten?Kommunizieren Sie an die Gründer auch die Bearbeitungszeit in Ihrem Hause vor Abgabe des Antrages an den Projektträger.Der Prozess für eine Gründung, die vom Gründungsstipendium gefördert wird, besteht aus folgenden Schritten:1.	Voraussetzung: Eine Gründungsidee ist bereits vorhanden.2.	Beratung des Gründungsteams: Das Gründungsteam sollte durch eine Mentorin oder einen Mentor aus dem Gründungsnetzwerk beraten werden.3.	Schreiben eines Antrags: Das Gründungsteam sollte einen Antrag an den Projektträger (meist eine Hochschule oder das Gründungsnetzwerk) einreichen.4.	Begutachtung des Antrags: Der Projektträger wird den Antrag überprüfen, ggf. Nachforderungen stellen und eine Entscheidung treffen (Dauer: maximal 3 Monate).5.	Versenden des Zuwendungsbescheids: Der Projektträger versendet den Zuwendungsbescheid an die Hochschule, das Gründungsnetzwerk und das Gründungsteam.Ein Begutachtungsergebnis seitens des PtJ liegt ca. 6-8 Wochen nach Eingang der vollständigen Unterlagen bei uns vor.Eine dreimonatige Bearbeitungszeit - von Antragseinreichung bis Zuwendungsbescheid - kann nur bei Vorlage der vollständigen Unterlagen eingehalten werden.",607
Basisinformationen_2.txt,"Ziel eines Antrages ist immer die Förderung. Daher sollten alle Aspekte und Personen bereits bei der Antragstellung einbezogen werden.  Schließlich soll der Projektträger von der Gründungsidee überzeugt werden und alle formalen Kriterien des Antrages erfüllt sein.Planen Sie also ausreichend Zeit bei der Antragstellung ein, welche bereits bei den ersten Beratungsgesprächen mit den Gründern beginnt.Folgende Fragen sind in dieser Phase besonders wichtigo	Wurde ein Zeitrahmen festgelegt (für Gespräche, Unterschrifteneinholung, etc.)?o	Sind die formalen Kriterien geprüft (z.B. keine Kapitalgesellschaft vor Förderbeginn gegründet)?o	Soll der Inhalt des Ideenpapiers ggf. von einem Experten gegengelesen werden?o	Gibt es während des Förderzeitraums einen verfügbaren Coach für das Gründerteam?o	Ist der Mentor zeitlich verfügbar während des Förderzeitraums?o	Wer prüft die Unterlagen auf Vollständigkeit und Verständlichkeit?o	Sind alle formalen Kriterien eingehalten?Kommunizieren Sie an die Gründer auch die Bearbeitungszeit in Ihrem Hause vor Abgabe des Antrages an den Projektträger.Der Prozess für eine Gründung, die vom Gründungsstipendium gefördert wird, besteht aus folgenden Schritten:1.	Voraussetzung: Eine Gründungsidee ist bereits vorhanden.2.	Beratung des Gründungsteams: Das Gründungsteam sollte durch eine Mentorin oder einen Mentor aus dem Gründungsnetzwerk beraten werden.3.	Schreiben eines Antrags: Das Gründungsteam sollte einen Antrag an den Projektträger (meist eine Hochschule oder das Gründungsnetzwerk) einreichen.4.	Begutachtung des Antrags: Der Projektträger wird den Antrag überprüfen, ggf. Nachforderungen stellen und eine Entscheidung treffen (Dauer: maximal 3 Monate).5.	Versenden des Zuwendungsbescheids: Der Projektträger versendet den Zuwendungsbescheid an die Hochschule, das Gründungsnetzwerk und das Gründungsteam.Ein Begutachtungsergebnis seitens des PtJ liegt ca. 6-8 Wochen nach Eingang der vollständigen Unterlagen bei uns vor.Eine dreimonatige Bearbeitungszeit - von Antragseinreichung bis Zuwendungsbescheid - kann nur bei Vorlage der vollständigen Unterlagen eingehalten werden.",607
EXIST-Richtlinien.txt,"Ziel eines Antrages ist immer die Förderung. Daher sollten alle Aspekte und Personen bereits bei der Antragstellung einbezogen werden.  Schließlich soll der Projektträger von der Gründungsidee überzeugt werden und alle formalen Kriterien des Antrages erfüllt sein.Planen Sie also ausreichend Zeit bei der Antragstellung ein, welche bereits bei den ersten Beratungsgesprächen mit den Gründern beginnt.Folgende Fragen sind in dieser Phase besonders wichtigo	Wurde ein Zeitrahmen festgelegt (für Gespräche, Unterschrifteneinholung, etc.)?o	Sind die formalen Kriterien geprüft (z.B. keine Kapitalgesellschaft vor Förderbeginn gegründet)?o	Soll der Inhalt des Ideenpapiers ggf. von einem Experten gegengelesen werden?o	Gibt es während des Förderzeitraums einen verfügbaren Coach für das Gründerteam?o	Ist der Mentor zeitlich verfügbar während des Förderzeitraums?o	Wer prüft die Unterlagen auf Vollständigkeit und Verständlichkeit?o	Sind alle formalen Kriterien eingehalten?Kommunizieren Sie an die Gründer auch die Bearbeitungszeit in Ihrem Hause vor Abgabe des Antrages an den Projektträger.Der Prozess für eine Gründung, die vom Gründungsstipendium gefördert wird, besteht aus folgenden Schritten:1.	Voraussetzung: Eine Gründungsidee ist bereits vorhanden.2.	Beratung des Gründungsteams: Das Gründungsteam sollte durch eine Mentorin oder einen Mentor aus dem Gründungsnetzwerk beraten werden.3.	Schreiben eines Antrags: Das Gründungsteam sollte einen Antrag an den Projektträger (meist eine Hochschule oder das Gründungsnetzwerk) einreichen.4.	Begutachtung des Antrags: Der Projektträger wird den Antrag überprüfen, ggf. Nachforderungen stellen und eine Entscheidung treffen (Dauer: maximal 3 Monate).5.	Versenden des Zuwendungsbescheids: Der Projektträger versendet den Zuwendungsbescheid an die Hochschule, das Gründungsnetzwerk und das Gründungsteam.Ein Begutachtungsergebnis seitens des PtJ liegt ca. 6-8 Wochen nach Eingang der vollständigen Unterlagen bei uns vor.Eine dreimonatige Bearbeitungszeit - von Antragseinreichung bis Zuwendungsbescheid - kann nur bei Vorlage der vollständigen Unterlagen eingehalten werden.",607
FAQs_1.txt,"Ziel eines Antrages ist immer die Förderung. Daher sollten alle Aspekte und Personen bereits bei der Antragstellung einbezogen werden.  Schließlich soll der Projektträger von der Gründungsidee überzeugt werden und alle formalen Kriterien des Antrages erfüllt sein.Planen Sie also ausreichend Zeit bei der Antragstellung ein, welche bereits bei den ersten Beratungsgesprächen mit den Gründern beginnt.Folgende Fragen sind in dieser Phase besonders wichtigo	Wurde ein Zeitrahmen festgelegt (für Gespräche, Unterschrifteneinholung, etc.)?o	Sind die formalen Kriterien geprüft (z.B. keine Kapitalgesellschaft vor Förderbeginn gegründet)?o	Soll der Inhalt des Ideenpapiers ggf. von einem Experten gegengelesen werden?o	Gibt es während des Förderzeitraums einen verfügbaren Coach für das Gründerteam?o	Ist der Mentor zeitlich verfügbar während des Förderzeitraums?o	Wer prüft die Unterlagen auf Vollständigkeit und Verständlichkeit?o	Sind alle formalen Kriterien eingehalten?Kommunizieren Sie an die Gründer auch die Bearbeitungszeit in Ihrem Hause vor Abgabe des Antrages an den Projektträger.Der Prozess für eine Gründung, die vom Gründungsstipendium gefördert wird, besteht aus folgenden Schritten:1.	Voraussetzung: Eine Gründungsidee ist bereits vorhanden.2.	Beratung des Gründungsteams: Das Gründungsteam sollte durch eine Mentorin oder einen Mentor aus dem Gründungsnetzwerk beraten werden.3.	Schreiben eines Antrags: Das Gründungsteam sollte einen Antrag an den Projektträger (meist eine Hochschule oder das Gründungsnetzwerk) einreichen.4.	Begutachtung des Antrags: Der Projektträger wird den Antrag überprüfen, ggf. Nachforderungen stellen und eine Entscheidung treffen (Dauer: maximal 3 Monate).5.	Versenden des Zuwendungsbescheids: Der Projektträger versendet den Zuwendungsbescheid an die Hochschule, das Gründungsnetzwerk und das Gründungsteam.Ein Begutachtungsergebnis seitens des PtJ liegt ca. 6-8 Wochen nach Eingang der vollständigen Unterlagen bei uns vor.Eine dreimonatige Bearbeitungszeit - von Antragseinreichung bis Zuwendungsbescheid - kann nur bei Vorlage der vollständigen Unterlagen eingehalten werden.",607
FAQs_2.txt,"Ziel eines Antrages ist immer die Förderung. Daher sollten alle Aspekte und Personen bereits bei der Antragstellung einbezogen werden.  Schließlich soll der Projektträger von der Gründungsidee überzeugt werden und alle formalen Kriterien des Antrages erfüllt sein.Planen Sie also ausreichend Zeit bei der Antragstellung ein, welche bereits bei den ersten Beratungsgesprächen mit den Gründern beginnt.Folgende Fragen sind in dieser Phase besonders wichtigo	Wurde ein Zeitrahmen festgelegt (für Gespräche, Unterschrifteneinholung, etc.)?o	Sind die formalen Kriterien geprüft (z.B. keine Kapitalgesellschaft vor Förderbeginn gegründet)?o	Soll der Inhalt des Ideenpapiers ggf. von einem Experten gegengelesen werden?o	Gibt es während des Förderzeitraums einen verfügbaren Coach für das Gründerteam?o	Ist der Mentor zeitlich verfügbar während des Förderzeitraums?o	Wer prüft die Unterlagen auf Vollständigkeit und Verständlichkeit?o	Sind alle formalen Kriterien eingehalten?Kommunizieren Sie an die Gründer auch die Bearbeitungszeit in Ihrem Hause vor Abgabe des Antrages an den Projektträger.Der Prozess für eine Gründung, die vom Gründungsstipendium gefördert wird, besteht aus folgenden Schritten:1.	Voraussetzung: Eine Gründungsidee ist bereits vorhanden.2.	Beratung des Gründungsteams: Das Gründungsteam sollte durch eine Mentorin oder einen Mentor aus dem Gründungsnetzwerk beraten werden.3.	Schreiben eines Antrags: Das Gründungsteam sollte einen Antrag an den Projektträger (meist eine Hochschule oder das Gründungsnetzwerk) einreichen.4.	Begutachtung des Antrags: Der Projektträger wird den Antrag überprüfen, ggf. Nachforderungen stellen und eine Entscheidung treffen (Dauer: maximal 3 Monate).5.	Versenden des Zuwendungsbescheids: Der Projektträger versendet den Zuwendungsbescheid an die Hochschule, das Gründungsnetzwerk und das Gründungsteam.Ein Begutachtungsergebnis seitens des PtJ liegt ca. 6-8 Wochen nach Eingang der vollständigen Unterlagen bei uns vor.Eine dreimonatige Bearbeitungszeit - von Antragseinreichung bis Zuwendungsbescheid - kann nur bei Vorlage der vollständigen Unterlagen eingehalten werden.",607
FAQs_3.txt,"Ziel eines Antrages ist immer die Förderung. Daher sollten alle Aspekte und Personen bereits bei der Antragstellung einbezogen werden.  Schließlich soll der Projektträger von der Gründungsidee überzeugt werden und alle formalen Kriterien des Antrages erfüllt sein.Planen Sie also ausreichend Zeit bei der Antragstellung ein, welche bereits bei den ersten Beratungsgesprächen mit den Gründern beginnt.Folgende Fragen sind in dieser Phase besonders wichtigo	Wurde ein Zeitrahmen festgelegt (für Gespräche, Unterschrifteneinholung, etc.)?o	Sind die formalen Kriterien geprüft (z.B. keine Kapitalgesellschaft vor Förderbeginn gegründet)?o	Soll der Inhalt des Ideenpapiers ggf. von einem Experten gegengelesen werden?o	Gibt es während des Förderzeitraums einen verfügbaren Coach für das Gründerteam?o	Ist der Mentor zeitlich verfügbar während des Förderzeitraums?o	Wer prüft die Unterlagen auf Vollständigkeit und Verständlichkeit?o	Sind alle formalen Kriterien eingehalten?Kommunizieren Sie an die Gründer auch die Bearbeitungszeit in Ihrem Hause vor Abgabe des Antrages an den Projektträger.Der Prozess für eine Gründung, die vom Gründungsstipendium gefördert wird, besteht aus folgenden Schritten:1.	Voraussetzung: Eine Gründungsidee ist bereits vorhanden.2.	Beratung des Gründungsteams: Das Gründungsteam sollte durch eine Mentorin oder einen Mentor aus dem Gründungsnetzwerk beraten werden.3.	Schreiben eines Antrags: Das Gründungsteam sollte einen Antrag an den Projektträger (meist eine Hochschule oder das Gründungsnetzwerk) einreichen.4.	Begutachtung des Antrags: Der Projektträger wird den Antrag überprüfen, ggf. Nachforderungen stellen und eine Entscheidung treffen (Dauer: maximal 3 Monate).5.	Versenden des Zuwendungsbescheids: Der Projektträger versendet den Zuwendungsbescheid an die Hochschule, das Gründungsnetzwerk und das Gründungsteam.Ein Begutachtungsergebnis seitens des PtJ liegt ca. 6-8 Wochen nach Eingang der vollständigen Unterlagen bei uns vor.Eine dreimonatige Bearbeitungszeit - von Antragseinreichung bis Zuwendungsbescheid - kann nur bei Vorlage der vollständigen Unterlagen eingehalten werden.",607
FAQs_4.txt,"Ziel eines Antrages ist immer die Förderung. Daher sollten alle Aspekte und Personen bereits bei der Antragstellung einbezogen werden.  Schließlich soll der Projektträger von der Gründungsidee überzeugt werden und alle formalen Kriterien des Antrages erfüllt sein.Planen Sie also ausreichend Zeit bei der Antragstellung ein, welche bereits bei den ersten Beratungsgesprächen mit den Gründern beginnt.Folgende Fragen sind in dieser Phase besonders wichtigo	Wurde ein Zeitrahmen festgelegt (für Gespräche, Unterschrifteneinholung, etc.)?o	Sind die formalen Kriterien geprüft (z.B. keine Kapitalgesellschaft vor Förderbeginn gegründet)?o	Soll der Inhalt des Ideenpapiers ggf. von einem Experten gegengelesen werden?o	Gibt es während des Förderzeitraums einen verfügbaren Coach für das Gründerteam?o	Ist der Mentor zeitlich verfügbar während des Förderzeitraums?o	Wer prüft die Unterlagen auf Vollständigkeit und Verständlichkeit?o	Sind alle formalen Kriterien eingehalten?Kommunizieren Sie an die Gründer auch die Bearbeitungszeit in Ihrem Hause vor Abgabe des Antrages an den Projektträger.Der Prozess für eine Gründung, die vom Gründungsstipendium gefördert wird, besteht aus folgenden Schritten:1.	Voraussetzung: Eine Gründungsidee ist bereits vorhanden.2.	Beratung des Gründungsteams: Das Gründungsteam sollte durch eine Mentorin oder einen Mentor aus dem Gründungsnetzwerk beraten werden.3.	Schreiben eines Antrags: Das Gründungsteam sollte einen Antrag an den Projektträger (meist eine Hochschule oder das Gründungsnetzwerk) einreichen.4.	Begutachtung des Antrags: Der Projektträger wird den Antrag überprüfen, ggf. Nachforderungen stellen und eine Entscheidung treffen (Dauer: maximal 3 Monate).5.	Versenden des Zuwendungsbescheids: Der Projektträger versendet den Zuwendungsbescheid an die Hochschule, das Gründungsnetzwerk und das Gründungsteam.Ein Begutachtungsergebnis seitens des PtJ liegt ca. 6-8 Wochen nach Eingang der vollständigen Unterlagen bei uns vor.Eine dreimonatige Bearbeitungszeit - von Antragseinreichung bis Zuwendungsbescheid - kann nur bei Vorlage der vollständigen Unterlagen eingehalten werden.",607
Gruendungsinteressierte.txt,"Ziel eines Antrages ist immer die Förderung. Daher sollten alle Aspekte und Personen bereits bei der Antragstellung einbezogen werden.  Schließlich soll der Projektträger von der Gründungsidee überzeugt werden und alle formalen Kriterien des Antrages erfüllt sein.Planen Sie also ausreichend Zeit bei der Antragstellung ein, welche bereits bei den ersten Beratungsgesprächen mit den Gründern beginnt.Folgende Fragen sind in dieser Phase besonders wichtigo	Wurde ein Zeitrahmen festgelegt (für Gespräche, Unterschrifteneinholung, etc.)?o	Sind die formalen Kriterien geprüft (z.B. keine Kapitalgesellschaft vor Förderbeginn gegründet)?o	Soll der Inhalt des Ideenpapiers ggf. von einem Experten gegengelesen werden?o	Gibt es während des Förderzeitraums einen verfügbaren Coach für das Gründerteam?o	Ist der Mentor zeitlich verfügbar während des Förderzeitraums?o	Wer prüft die Unterlagen auf Vollständigkeit und Verständlichkeit?o	Sind alle formalen Kriterien eingehalten?Kommunizieren Sie an die Gründer auch die Bearbeitungszeit in Ihrem Hause vor Abgabe des Antrages an den Projektträger.Der Prozess für eine Gründung, die vom Gründungsstipendium gefördert wird, besteht aus folgenden Schritten:1.	Voraussetzung: Eine Gründungsidee ist bereits vorhanden.2.	Beratung des Gründungsteams: Das Gründungsteam sollte durch eine Mentorin oder einen Mentor aus dem Gründungsnetzwerk beraten werden.3.	Schreiben eines Antrags: Das Gründungsteam sollte einen Antrag an den Projektträger (meist eine Hochschule oder das Gründungsnetzwerk) einreichen.4.	Begutachtung des Antrags: Der Projektträger wird den Antrag überprüfen, ggf. Nachforderungen stellen und eine Entscheidung treffen (Dauer: maximal 3 Monate).5.	Versenden des Zuwendungsbescheids: Der Projektträger versendet den Zuwendungsbescheid an die Hochschule, das Gründungsnetzwerk und das Gründungsteam.Ein Begutachtungsergebnis seitens des PtJ liegt ca. 6-8 Wochen nach Eingang der vollständigen Unterlagen bei uns vor.Eine dreimonatige Bearbeitungszeit - von Antragseinreichung bis Zuwendungsbescheid - kann nur bei Vorlage der vollständigen Unterlagen eingehalten werden.",607
